"species","genetic_diversity","sd","seq_count","variation"
"Bryx dunckeri",0.00392438225425894,0.00317653374926992,11,0.809435356564104
"Bryx randalli",0.00768049155145929,0.000971513874091668,5,0.126491106406735
"Buenia affinis",0.00597603757163796,0.00164023768665995,9,0.274469105489639
"Buenia jeffreysii",0.00843482698252052,0.00379345250903461,8,0.449736849006598
"Bufoceratias thele",0.0168814765645167,0.0102895034966711,4,0.60951442590624
"Buglossidium luteum",0.00853232429024559,0.00599441271385887,24,0.702553314893559
"Butis butis",0.00975118426544461,0.00696082322665127,9,0.713843881641989
"Butis gymnopomus",0.00166849834985402,0.00115595270435979,8,0.692810217319619
"Bythaelurus canescens",0.00264631043256997,0.00107439931381526,6,0.405998971470575
"Cabillus tongarevae",0.00153178981169548,0.000970028819195352,4,0.63326496350153
"Caesio caerulaurea",0.0191792590350875,0.0134200934204005,33,0.699719076521625
"Caesio cuning",0.0130145152593086,0.0092704971144157,33,0.712319815967406
"Caesio lunaris",0.00711326549465221,0.00368700419438534,11,0.518327932108994
"Caesio teres",0.0189405441456741,0.0295802990700972,8,1.5617449447382
"Caesio xanthonota",0.00408215500992505,0.0030860226612938,10,0.755978803791301
"Caffrogobius caffer",0.00780257072752407,0.00208628414654791,6,0.267384201874442
"Calamus brachysomus",0.00211511486445556,0.00135308313233191,8,0.639720875244379
"Calamus calamus",0.00153709038253053,0.00153515698291486,7,0.998742169206421
"Calliclinus geniguttatus",0.0316973415132924,0.0247941833394318,6,0.782216493740783
"Callionymus bairdi",0.00975142883789041,0.00543597951813731,22,0.557454667260159
"Callionymus lyra",0.00164112072671655,0.00166165179565933,15,1.01251039524914
"Callionymus maculatus",0.00437441119384165,0.00311176185852911,7,0.711355590647236
"Callionymus reticulatus",0.00382778326116142,0.00185880980688843,10,0.485609994105161
"Callistoctopus aspilosomatis",0.00522073258985188,0.00291901641527157,4,0.559120078462856
"Callistoctopus luteus",0.01829923660063,0.0163831748121324,19,0.895292802081611
"Callistoctopus ornatus",0.00330122664759059,0.00236979821260514,12,0.717853836038415
"Callogobius bifasciatus",0.0134267890315582,0.00300804163725349,6,0.224032836904148
"Callogobius sclateri",0.0068126358250125,0.00518199677876537,9,0.760644912170372
"Calloplesiops altivelis",0.0302633277439804,0.0224159634898359,7,0.740697245176371
"Callorhinchus callorynchus",0.00564031974418168,0.00782084770485591,32,1.38659651572476
"Callorhinchus capensis",0.00411522633744856,0.000890972637638311,4,0.21650635094611
"Callorhinchus milii",0.0176518029522805,0.010420297376081,9,0.590324818617733
"Callorhinus ursinus",0.00238687548914682,0.00151080488448299,6,0.632963424926294
"Calotomus carolinus",0.000880193077831854,0.00116088734895119,17,1.31890079368809
"Calotomus spinidens",0.00401566981152477,0.00277496595536968,14,0.691034394163998
"Calotomus viridescens",0.00227275304638902,0.00166066642505918,6,0.730684940758376
"Cantherhines dumerilii",0.00673554652052932,0.00527721071663246,14,0.783486640697679
"Cantherhines pardalis",0.00857653623276544,0.0036965195481017,28,0.431003781454298
"Cantherhines pullus",0.0030312153042431,0.00202402793250109,21,0.667728197884145
"Cantherhines sandwichiensis",0.0167690451474517,0.0114559617896241,6,0.683161246743079
"Canthidermis maculata",0.00265662749457856,0.00288346345194305,16,1.0853849317706
"Canthidermis sufflamen",0.000947264571468465,0.000815694018887732,5,0.861104746716358
"Canthigaster amboinensis",0.00245946591759401,0.00297552210141155,12,1.20982449080749
"Canthigaster axiologus",0.00104987918122651,0.000813245017724003,4,0.774608195177221
"Canthigaster bennetti",0.00299938449101931,0.00482217949239328,8,1.60772302011687
"Canthigaster compressa",0.00260645055286025,0.00239992064293364,8,0.92076200728229
"Canthigaster coronata",0.00551301415363054,0.00245809240725655,6,0.445870868232362
"Canthigaster cyanospilota",0.0053111237061484,0.0013674218276431,4,0.257463750290755
"Canthigaster flavoreticulata",0.0050383551379784,0.00456933641577961,4,0.906910348843139
"Canthigaster jactator",0.000770047818249129,0.000843575110298304,5,1.09548405995923
"Canthigaster janthinoptera",0.00732235212697764,0.00905465839010566,30,1.23657784180383
"Canthigaster punctatissima",0.00536427087217729,0.00422503728605662,20,0.787625641346805
"Canthigaster pygmaea",0.00715746421267894,0.00371490840993557,4,0.519025774988141
"Canthigaster rivulata",0.00397663105907931,0.00247241185561162,10,0.621735287704573
"Canthigaster rostrata",0.00201107601153079,0.00149625836267808,22,0.744008856004978
"Canthigaster smithae",0.0214537033122413,0.0144451603036106,4,0.673317799420127
"Canthigaster solandri",0.0167198504198064,0.0129266652198316,21,0.773132826865399
"Canthigaster valentini",0.00579447028895841,0.00316133323591149,18,0.545577607315639
"Caprichthys gymnura",0.0022153585576758,0.0017347216234828,5,0.783043276435914
"Capropygia unistriata",0.00133319322329974,0.00098451703964363,6,0.738465379539574
"Capros aper",0.00487631860678246,0.00475650826789463,21,0.975430165961431
"Caracanthus maculatus",0.00143424074904185,0.00114523095342767,10,0.798492829180003
"Caracanthus unipinna",0.0166518041891879,0.0354881750694785,8,2.13119099085498
"Carangoides armatus",0.0359373372877963,0.0413200757483116,22,1.14978122662257
"Carangoides bajad",0.00701978825533812,0.0061274467498773,26,0.872881991165154
"Carangoides chrysophrys",0.0107524711459364,0.0191114584161707,46,1.77740150675906
"Carangoides coeruleopinnatus",0.0495875202778053,0.0327137972075377,19,0.659718353010282
"Carangoides dinema",0.0155779109982866,0.0309979726208513,11,1.98986710247997
"Carangoides equula",0.0221668803563005,0.0152005405468,26,0.685732060735358
"Carangoides ferdau",0.00239858313120963,0.00160192095464433,15,0.667861344391455
"Carangoides fulvoguttatus",0.00308087360180791,0.00236623689358136,17,0.768040886907145
"Carangoides gymnostethus",0.0142734944989593,0.0120178768368035,21,0.841971588504819
"Carangoides hedlandensis",0.0102664502961807,0.0172563945613767,42,1.6808530761403
"Carangoides malabaricus",0.0151892569745143,0.0183442436119961,67,1.2077117164306
"Carangoides orthogrammus",0.00376918408212857,0.00204136857074662,8,0.541594288383441
"Carangoides otrynter",0.00379939209726444,0.00159393441971148,4,0.419523539268061
"Carangoides plagiotaenia",0.00718115147953056,0.00678816788047621,5,0.945275684522946
"Carangoides praeustus",0.0266707922848793,0.0202445485820399,14,0.759053138197073
"Carangoides talamparoides",0.0339691729137287,0.0304825000743506,5,0.897357735255044
"Caranx bucculentus",0.000788526099198614,0.000864582242611438,4,1.09645355238098
"Caranx caballus",0.00193194785073117,0.00133777493505396,10,0.692448781444936
"Caranx caninus",0.00264225421810523,0.00163341935397564,7,0.618191596699191
"Caranx crysos",0.0032650871802878,0.00320197503040724,27,0.980670608043304
"Caranx heberi",0.0220053139719009,0.0310065992379976,21,1.40905052650422
"Caranx hippos",0.0207240209041942,0.0293399708372992,24,1.41574701998883
"Caranx ignobilis",0.00852448137577175,0.0171271477811085,60,2.00917182243922
"Caranx latus",0.00285069319320363,0.00239559697140694,14,0.840355944693841
"Caranx melampygus",0.00757928274585064,0.0154146624928146,25,2.03378908132878
"Caranx papuensis",0.0199880559768848,0.0302025898980475,15,1.51103188489042
"Caranx sexfasciatus",0.0149583397604435,0.0237106521612513,86,1.58511255533537
"Caranx tille",0.0241089255173924,0.0353012003749391,7,1.46423781306523
"Carapus acus",0.00158555795058863,0.000973339547990655,4,0.613878255051675
"Carapus bermudensis",0.00603094109942568,0.00405450390563534,12,0.672283784370146
"Carapus mourlani",0.00168058277647618,0.00133513389817334,8,0.794446972122864
"Carcharhinus acronotus",0.00394200174351157,0.00454021921953087,22,1.15175474668522
"Carcharhinus albimarginatus",0.00294071320632866,0.00208118000159954,20,0.707712672259458
"Carcharhinus altimus",0.00448160507617014,0.00533833583540467,24,1.19116605427595
"Carcharhinus amblyrhynchoides",0.00687927789074486,0.00521079431762216,34,0.757462396544931
"Carcharhinus amblyrhynchos",0.0021912376005798,0.00258672316242815,40,1.18048501985531
"Carcharhinus amboinensis",0.00223214729389488,0.00311914301217822,39,1.39737329194599
"Carcharhinus brachyurus",0.00928787042677463,0.0148650178423131,19,1.60047644500519
"Carcharhinus brevipinna",0.0122031924328904,0.0180579884427189,75,1.47977576704014
"Carcharhinus cautus",0.00741834771178006,0.00931838366747806,6,1.25612657016344
"Carcharhinus coatesi",0.00235093887814623,0.00287505652771941,39,1.22293971759336
"Carcharhinus dussumieri",0.0315690992519341,0.0262847080638246,15,0.832608743571112
"Carcharhinus falciformis",0.00657356340636635,0.0124203498932804,165,1.8894394296481
"Carcharhinus galapagensis",0.00580186801542368,0.0122838597779994,10,2.11722496019282
"Carcharhinus isodon",0.00157396490252659,0.00158746804729211,6,1.00857906344915
"Carcharhinus leiodon",0.00801054977054265,0.00904901926710704,8,1.12963773103104
"Carcharhinus leucas",0.00451986861021862,0.00849834467257277,59,1.88021940579412
"Carcharhinus limbatus",0.00878579271259658,0.0112619054906469,80,1.28183145893031
"Carcharhinus longimanus",0.0044669882201273,0.00699684103466759,32,1.56634418759855
"Carcharhinus macloti",0.00279295442337525,0.00203200784513389,47,0.727547799608644
"Carcharhinus melanopterus",0.0100412869957598,0.0101952888623477,44,1.01533686534932
"Carcharhinus obscurus",0.00530358846606614,0.0097176651201912,29,1.8322811399051
"Carcharhinus plumbeus",0.00565627205241854,0.00775119260165323,50,1.37037124979498
"Carcharhinus porosus",0.00258894424253339,0.00138378542902495,18,0.534497964958435
"Carcharhinus sealei",0.00599869095785184,0.0135108357666189,36,2.25229735313072
"Carcharhinus signatus",0.00108635491916709,0.000967504636370233,8,0.890597188174944
"Carcharhinus sorrah",0.00875644790122619,0.0148094025626865,86,1.69125685777366
"Carcharhinus tilstoni",0.00265108144622001,0.00330208048939235,26,1.24555980507523
"Carcharhinus tjutjot",0.00228223108342259,0.00407332829037874,16,1.78480098705434
"Carcharias taurus",0.0109945250972578,0.011361695660542,22,1.03339576380391
"Carcharodon carcharias",0.00495269020793385,0.00416787174981646,23,0.841536937468818
"Caretta caretta",0.00720947827227365,0.00488078175769909,14,0.676995140753762
"Caulolatilus microps",0.00329272977691098,0.00352493000469313,6,1.0705190657947
"Caulolatilus princeps",0.0030224626835878,0.00260758697167892,16,0.862735869606699
"Centracanthus cirrus",0.00156538952394981,0.00102683579108199,6,0.655961839128106
"Centriscops humerosus",0.00240865907711974,0.00172330630998923,4,0.715462942165295
"Centriscus cristatus",0.000771604938271605,0.000845250860347478,4,1.09544511501033
"Centriscus scutatus",0.00660850340186564,0.00480373278577792,5,0.726901764841611
"Centroberyx australis",0.00184840422328448,0.00105257610032282,12,0.569451252633731
"Centroberyx druzhinini",0.00571648438417889,0.00351716975672368,10,0.615267972472364
"Centroberyx lineatus",0.00499161873062962,0.00280204695525896,5,0.561350356762029
"Centroberyx spinosus",0.00265808546125638,0.00143301342522292,6,0.539114880281385
"Centrobranchus nigroocellatus",0.0133574351928183,0.00951192999766153,11,0.712107516177632
"Centrolabrus exoletus",0.00112521507275441,0.00097451584186842,4,0.866070732133816
"Centrolophus niger",0.00628111207514268,0.00518805028381921,15,0.825976391083796
"Centrophorus atromarginatus",0.00592019933514253,0.00586596619644201,6,0.990839305295247
"Centrophorus harrissoni",0.00138089853277557,0.00112281100110044,8,0.813101740968339
"Centrophorus isodon",0.00515193025179912,0.00416391793812636,6,0.808224827320257
"Centrophorus moluccensis",0.00959659518163216,0.023228224799064,15,2.42046521286244
"Centrophorus squamosus",0.00904538046440418,0.0138690215191726,27,1.53327121769511
"Centrophorus uyato",0.00222569955817378,0.00110795075269217,5,0.497798882433734
"Centrophorus westraliensis",0.0253327041057102,0.026640048303661,4,1.0516069738349
"Centropomus nigrescens",0.00569204274732747,0.00441140584459363,4,0.775012774924235
"Centropomus parallelus",0.00289794283337166,0.00258485210534536,36,0.891961040631698
"Centropomus robalito",0.00307219662058372,0.00153609831029186,4,0.5
"Centropomus undecimalis",0.00811480856363076,0.0085406298694472,26,1.05247459659429
"Centropomus viridis",0.0174537987679671,0.019119678598743,6,1.09544511501033
"Centropristis striata",0.000691459259193427,0.00116229756761671,21,1.68093427365844
"Centropyge acanthops",0.00340327308561089,0.00202956848991852,11,0.596357811690039
"Centropyge argi",0.00451139375492178,0.00267262022949893,21,0.592415642412767
"Centropyge aurantia",0.00434310532030402,0.00248782611018232,4,0.57282196186948
"Centropyge bicolor",0.00358569682271735,0.00200790991584806,18,0.559977604109432
"Centropyge bispinosa",0.00539123221198153,0.00336082198638487,29,0.623386612603283
"Centropyge eibli",0.0084356767753891,0.00864354299926961,11,1.024641321546
"Centropyge ferrugata",0.00113840080199165,0.00106527313278108,6,0.935762809475691
"Centropyge fisheri",0.00190010857763301,0.00122601409236007,4,0.645233702322069
"Centropyge flavissima",0.0381602128788385,0.0344894683586907,35,0.903807021941868
"Centropyge heraldi",0.0181664423784039,0.0145108522792227,30,0.798772372540761
"Centropyge loricula",0.00300023883258526,0.00163617024937011,13,0.545346667605209
"Centropyge multicolor",0.00322505823862204,0.00217261809955659,6,0.673667865447564
"Centropyge multispinis",0.00194043617954746,0.00219772057098709,17,1.13259100925424
"Centropyge nahackyi",0.00461454940282302,0.00239732922538758,4,0.519515345078109
"Centropyge nox",0.00249994868067694,0.00198643808923293,11,0.794591546853291
"Centropyge potteri",0.000958214264303271,0.000825508426836917,5,0.861507136336729
"Centropyge tibicen",0.00203229877335212,0.00190128100979523,12,0.93553223311709
"Centropyge venusta",0.00138770869722576,0.00123634535722906,5,0.890925710634155
"Centropyge vrolikii",0.00454110327590943,0.00593266508416256,10,1.30643694355849
"Centroscyllium fabricii",0.00644309323995812,0.00668162962210314,11,1.03702202859113
"Centroscyllium nigrum",0.00690953818061931,0.00361585797326888,43,0.523313986947937
"Centroscymnus coelolepis",0.000855998985632053,0.00100310476562342,10,1.17185275036599
"Centroscymnus owstonii",0.00912787966543317,0.00809045231977625,8,0.886345199139116
"Centroselachus crepidater",0.00769310221376242,0.00713454360660693,6,0.927394880292079
"Cephalopholis argus",0.00429025190242363,0.00225285556975596,44,0.525110324753493
"Cephalopholis aurantia",0.0203112756117961,0.0141121551745493,11,0.694794135251328
"Cephalopholis boenak",0.0130503114970951,0.0108338294412196,72,0.830158685762494
"Cephalopholis cruentata",0.00385972183335867,0.00704052757844649,16,1.82410232716691
"Cephalopholis cyanostigma",0.00480548777047199,0.0048430397157104,17,1.00781438784823
"Cephalopholis formosa",0.00555738477690897,0.00604323364045948,35,1.08742401022316
"Cephalopholis fulva",0.00909368167926673,0.0192017570258079,26,2.11154928257355
"Cephalopholis hemistiktos",0.0109941949601327,0.00662892802842507,59,0.602948015062766
"Cephalopholis igarashiensis",0.00482564452616814,0.00415718983512017,10,0.861478671414124
"Cephalopholis leopardus",0.00590979512097637,0.00384902629287008,9,0.651296062567084
"Cephalopholis microprion",0.0338053768242808,0.0311463135664867,9,0.921342002143156
"Cephalopholis miniata",0.00215036872181725,0.00213357289764766,36,0.992189328276971
"Cephalopholis nigripinnis",0.00469551024875441,0.00220116019127345,36,0.468779765065439
"Cephalopholis polleni",0.00377570287570571,0.00372634576633922,6,0.986927703002248
"Cephalopholis sexmaculata",0.00386675515159571,0.00238461503576678,19,0.616696672604861
"Cephalopholis sonnerati",0.0168434182801065,0.0242467391171561,47,1.43953790815689
"Cephalopholis spiloparaea",0.014722146108818,0.0200050502103327,13,1.3588406243537
"Cephalopholis urodeta",0.0061540510499636,0.00443988017689521,65,0.721456507404414
"Cephaloscyllium albipinnum",0.00154180170515244,0.0016891552574328,4,1.09557231113958
"Cephaloscyllium laticeps",0.00468034455795144,0.00266291527767363,7,0.568957102346152
"Cephaloscyllium silasi",0.00635543842495488,0.00346883136134369,6,0.545805203260751
"Cephaloscyllium umbratile",0.0490976131354164,0.045917611030028,8,0.935231024436612
"Cepola macrophthalma",0.00142356248898433,0.00155964825133937,20,1.09559521510864
"Ceratias holboelli",0.00211618838979904,0.00160293944321801,7,0.757465380183011
"Ceratias tentaculatus",0.012086574285783,0.0146819521040889,7,1.21473229361265
"Ceratoscopelus maderensis",0.0105831449799061,0.00689019672975978,29,0.651053797603829
"Ceratoscopelus warmingii",0.0259926725391201,0.0234301004206197,195,0.9014117492288
"Cetonurus globiceps",0.00711205537893988,0.00596283735705128,11,0.838412672475577
"Cetorhinus maximus",0.00217399751844786,0.0021212224776791,22,0.975724424558478
"Cetoscarus bicolor",0.0162318381320303,0.00935775611032758,10,0.576506248658426
"Cetoscarus ocellatus",0.00395289781792849,0.00230777578171813,4,0.583818729452387
"Cetostoma regani",0.0216757238033834,0.0203152933672188,6,0.937237139183687
"Chaenogaleus macrostoma",0.0317283038395064,0.0313446946590207,9,0.987909559161242
"Chaenophryne draco",0.00404826821677875,0.00156707617332357,4,0.387097911849949
"Chaenophryne longiceps",0.00991201194888918,0.0063900380375423,5,0.644676183855732
"Chaenopsis limbaughi",0.00358819965159433,0.00231670658279633,5,0.645645952773825
"Chaetodermis penicilligerus",0.00268416421832086,0.00154218054946637,7,0.57454776385892
"Chaetodipterus faber",0.00240308211211988,0.00257152781360482,34,1.0700956911274
"Chaetodon auriga",0.00451970446716594,0.00315288116031295,47,0.6975856902188
"Chaetodon auripes",0.000914564655534177,0.000892721855187848,7,0.976116723717503
"Chaetodon baronessa",0.00153563584033932,0.00100407769887545,6,0.653851435672139
"Chaetodon bennetti",0.00828414168584437,0.00602024053408209,5,0.726718682802015
"Chaetodon blackburnii",0.00557548484139001,0.00258930024962937,10,0.464408087061329
"Chaetodon capistratus",0.00149451605809815,0.00312742669656249,17,2.09260160144569
"Chaetodon citrinellus",0.00184648965878286,0.001338349997683,15,0.72480774063213
"Chaetodon collare",0.00268080847158414,0.00175424028738167,21,0.654369868633344
"Chaetodon declivis",0.0016551759293479,0.00111388090357902,5,0.672968283207133
"Chaetodon decussatus",0.0107853965036326,0.0124737507911592,14,1.15654077130664
"Chaetodon dialeucos",0.00288511076764554,0.00114872233841918,6,0.398155367655646
"Chaetodon dolosus",0.00241017742955337,0.00162743960881688,17,0.675236432331235
"Chaetodon ephippium",0.00206808162193088,0.00237659414866565,12,1.14917811921114
"Chaetodon fasciatus",0.00310244129256809,0.00217110278638468,5,0.699804631786449
"Chaetodon flavirostris",0.0252048688343651,0.0197135410792684,6,0.782132262175887
"Chaetodon guentheri",0.00190125213637976,0.0024146474220468,8,1.27003009008822
"Chaetodon guttatissimus",0.00429521347700193,0.00269316235803715,5,0.627014785750995
"Chaetodon kleinii",0.00557818043422982,0.0037297360881962,18,0.668629516770223
"Chaetodon lineolatus",0.00670413093353488,0.00576812603506524,11,0.860383857691736
"Chaetodon lunula",0.00408556230839094,0.00270860192815517,33,0.662969188498787
"Chaetodon lunulatus",0.00408585309943769,0.00232857834656962,26,0.569912400152146
"Chaetodon madagaskariensis",0.0039156716940722,0.00322629830484917,4,0.823945048746899
"Chaetodon marleyi",0.00335299035885356,0.00168031760614355,7,0.501140005281159
"Chaetodon melannotus",0.00465482685219578,0.0041709419045565,17,0.896046627940408
"Chaetodon melapterus",0.00486042155267404,0.00200888660698843,24,0.413315303048808
"Chaetodon mertensii",0.00707943409429943,0.00460206983658968,10,0.650061823486061
"Chaetodon meyeri",0.00351604053471809,0.00286490549847967,10,0.814810145159309
"Chaetodon multicinctus",0.000767263828811424,0.000840495853462575,4,1.09544568882466
"Chaetodon nigropunctatus",0.00237996983408748,0.00225474988890225,6,0.947385910782672
"Chaetodon ocellatus",0.00357383702363574,0.00204871190051737,11,0.573252749626835
"Chaetodon ornatissimus",0.00488882554250283,0.00349782538174769,12,0.715473553175102
"Chaetodon pelewensis",0.00344094346517894,0.00137745241891521,14,0.400312423861222
"Chaetodon pictus",0.00340628202809429,0.000779040065773034,19,0.228706859663315
"Chaetodon plebeius",0.0352316846932977,0.0415378566027206,5,1.17899149485243
"Chaetodon punctatofasciatus",0.00603824683579285,0.00344506393814729,4,0.570540428676421
"Chaetodon quadrimaculatus",0.00135994502107153,0.00101830898662229,9,0.74878687803125
"Chaetodon reticulatus",0.00352174522824465,0.00229244992983232,10,0.650941445578377
"Chaetodon semilarvatus",0.00157790341748753,0.00100568056095308,4,0.637352419550754
"Chaetodon speculum",0.00323656459664202,0.00266593106861274,12,0.823691599227984
"Chaetodon striatus",0.00685645265978032,0.0161091408102647,21,2.34948618616742
"Chaetodon trichrous",0.0191278044097004,0.0219367016871611,6,1.14684891257233
"Chaetodon trifascialis",0.00417153803476587,0.00252302990693016,33,0.604820065381897
"Chaetodon trifasciatus",0.00389010241654478,0.00218401493321185,26,0.561428646177318
"Chaetodon ulietensis",0.00230703990086855,0.00223099872631143,9,0.96703950610976
"Chaetodon unimaculatus",0.00401152680075307,0.00264699741914312,11,0.659847871051543
"Chaetodon vagabundus",0.00453137269998866,0.00593405513314445,16,1.30954912032712
"Chaetodon wiebeli",0.00103195052829437,0.000894561474791143,6,0.866864689986341
"Chaetodon xanthocephalus",0.00104766940461588,0.000811840541416475,4,0.77490145062901
"Chaetodon xanthurus",0.0085791964483468,0.00781226070435084,13,0.910605177464639
"Chaetodon zanzibarensis",0.00184221842664237,0.0022646122772021,4,1.2292854335029
"Chaetodontoplus duboulayi",0.00189281705804026,0.00171315562173177,7,0.905082514157759
"Chaetodontoplus mesoleucus",0.0021795493761673,0.000947243682551448,4,0.434605287179665
"Chaetodontoplus personifer",0.00131487267811645,0.00125475757846261,6,0.954280668650025
"Chaetodontoplus septentrionalis",0.00352442325337345,0.00294395108404549,6,0.835300096612302
"Chalixodytes tauensis",0.00359161028865582,0.00168789797424136,7,0.46995576874602
"Champsodon capensis",0.00520912084847039,0.00305795635557605,7,0.587038858289108
"Chanos chanos",0.00395784757410017,0.00439622799038383,76,1.11076232929039
"Chascanopsetta lugubris",0.00499316735020037,0.00241572922204273,32,0.483806981143099
"Chascanopsetta novaeguineae",0.00394612868136179,0.00250489896839005,6,0.634773767064694
"Chasmodes bosquianus",0.000706810146238795,0.000912939575274478,5,1.29163337585429
"Chauliodus danae",0.005807445501688,0.00307687067651843,9,0.529814817138466
"Chauliodus macouni",0.00480415802577327,0.00286175942632146,11,0.595683866136112
"Chauliodus sloani",0.00502001961633332,0.00312783176864179,54,0.623071622761186
"Chaunax abei",0.00736263515923485,0.00768802287610443,11,1.0441944643232
"Chaunax breviradius",0.00160888465839427,0.00102571761464202,4,0.637533342921997
"Chaunax endeavouri",0.00180322244057992,0.00116731316774686,4,0.64734840332369
"Chaunax pictus",0.0508794981809598,0.0230387938002843,8,0.452810947905652
"Chaunax russatus",0.00826888309977488,0.0093884742759679,5,1.13539811395127
"Cheilinus abudjubbe",0.00159342128358402,0.00105274551714335,5,0.66068247486657
"Cheilinus chlorourus",0.0178121423815631,0.0140319551382542,42,0.78777470096906
"Cheilinus fasciatus",0.0162820350399387,0.0174062129379942,31,1.06904406576315
"Cheilinus oxycephalus",0.00299932500178656,0.00263073440125354,17,0.87710881604579
"Cheilinus quinquecinctus",0.00236018861228008,0.00162298767321772,4,0.68765168375667
"Cheilinus trilobatus",0.0188136848033283,0.0195662275738082,31,1.03999975434619
"Cheilio inermis",0.00556981065196835,0.00348886698227081,24,0.626388794929296
"Cheilopogon cyanopterus",0.0181934392666074,0.0195152220318435,11,1.07265161610549
"Cheilopogon exsiliens",0.034981124735148,0.0305609024683826,6,0.873639790022987
"Cheilopogon furcatus",0.0376261979376751,0.0231666588994645,13,0.61570555010204
"Cheilopogon nigricans",0.00550769129798597,0.00218810335381158,7,0.397281408021491
"Cheilopogon pinnatibarbatus",0.00587147102196164,0.00409985604823675,6,0.69826727116623
"Cheimerius nufar",0.0033645037262842,0.00229484334784891,16,0.68207484209963
"Chelarctus cultrifer",0.0538280754835695,0.033886394746972,5,0.629530118670424
"Chelidonichthys capensis",0.00399812254650964,0.00258396193322712,6,0.646293829958493
"Chelidonichthys cuculus",0.00636763635718183,0.00313288352344994,27,0.492001010691584
"Chelidonichthys kumu",0.00768572958832992,0.00538883162919436,24,0.70114770071755
"Chelidonichthys lastoviza",0.0080125784308084,0.00720180268034597,5,0.898812129271023
"Chelidonichthys lucerna",0.00631645554151771,0.00363999137905621,7,0.576271194363792
"Chelidonichthys obscurus",0.00364604481743774,0.00219634331870673,12,0.602390653072174
"Chelidoperca investigatoris",0.00309001965580577,0.00251960248867891,5,0.815400149298364
"Chelidoperca occipitalis",0.00390625,0.00163876382526586,5,0.419523539268061
"Chelmon rostratus",0.00476615272519528,0.00444741982226638,19,0.933125747052968
"Chelonia mydas",0.00657105708572852,0.00367004431618044,21,0.558516577819922
"Chelonodon patoca",0.0238787550291098,0.0174776620585401,18,0.731933555046472
"Cherublemma emmelas",0.00367970002799442,0.00181692984106096,18,0.49377118440039
"Chiasmodon braueri",0.00574010403460652,0.0016064055117018,7,0.27985651514623
"Chiasmodon niger",0.0384091450067619,0.0291920423243865,31,0.760028433833849
"Chilara taylori",0.000605889259652251,0.00079156500688396,7,1.30645162341758
"Chilomycterus antennatus",0.00371438931588903,0.00210760872754,4,0.567417292130442
"Chilomycterus antillarum",0.0157856078797435,0.0119984688821724,9,0.760089125080139
"Chilomycterus reticulatus",0.00376392875604026,0.00285519707723301,7,0.75856831047906
"Chilomycterus schoepfii",0.011447439994748,0.00974095107395936,21,0.850928336678633
"Chilorhinus suensonii",0.00523522654008231,0.00331513014791906,16,0.633235280753856
"Chiloscyllium burmensis",0.00258042594275577,0.00215538200565975,7,0.835281482001342
"Chiloscyllium griseum",0.00580931194437232,0.0081918729587358,12,1.41012791827637
"Chiloscyllium indicum",0.00269728141288076,0.00422673985204487,20,1.56703702915841
"Chiloscyllium plagiosum",0.00451833548858998,0.00341107813034487,24,0.754941313888437
"Chiloscyllium punctatum",0.00690218592737545,0.0110037549413623,35,1.59424203537015
"Chimaera argiloba",0.0127611488117242,0.00687630195330351,6,0.538846623823239
"Chimaera carophila",0.00515995872033024,0.00288219608746521,4,0.558569601750758
"Chimaera fulva",0.00118827793450118,0.00102571101450113,12,0.863191164895025
"Chimaera lignaria",0.00385645761478253,0.00237398075310749,9,0.615585853713929
"Chimaera monstrosa",0.00562481964067808,0.00348067982940076,22,0.618807366591609
"Chimaera opalescens",0.00349742789843941,0.00229309965681665,6,0.655653160952897
"Chimaera phantasma",0.0214896698173959,0.0172984220852344,4,0.804964535622197
"Chirocentrus dorab",0.0448309469650063,0.0400701615337775,21,0.893805824914985
"Chirocentrus nudus",0.00891229948961581,0.00498974797320233,8,0.559872115946749
"Chirodactylus jessicalenorum",0.00362792205830682,0.00161530013114597,18,0.445241133956402
"Chiroteuthis calyx",0.00174050330837139,0.00110766195949052,7,0.636403248510323
"Chiroteuthis mega",0.0134656778081496,0.00943102094770317,6,0.700374766281382
"Chiroteuthis veranyi",0.0270133312407189,0.0226925060630215,11,0.840048413903712
"Chlamydoselachus anguineus",0.00673087553442971,0.00286863935273328,7,0.426191115562849
"Chlidichthys auratus",0.00243312577637366,0.0020982925986153,5,0.862385586059838
"Chlopsis bicollaris",0.00609778769287972,0.00238289008165429,4,0.390779443573732
"Chlorophthalmus acutifrons",0.0127571011841852,0.0186649282629112,21,1.46310105982775
"Chlorophthalmus agassizi",0.00473403312660664,0.00275080629806734,32,0.58107035259365
"Chlorophthalmus albatrossis",0.00391498309554564,0.00306514644681785,8,0.782927121781263
"Chlorophthalmus nigromarginatus",0.00431049087952674,0.00353686388355624,11,0.820524618287687
"Chlorophthalmus pectoralis",0.0499820137563773,0.0390906638788951,5,0.782094616464056
"Chlorophthalmus punctatus",0.00504457532773196,0.00300609105504595,12,0.595905672876035
"Chloroscombrus chrysurus",0.0115638948005067,0.00841657491928101,22,0.727832193605933
"Chlorurus bleekeri",0.00643999417515174,0.00622004895955758,11,0.965846985321384
"Chlorurus capistratoides",0.0151656197013758,0.0104920255104564,5,0.691829659259132
"Chlorurus frontalis",0.000622174934570883,0.000803591549232805,5,1.2915845762688
"Chlorurus japanensis",0.00067296269897838,0.000870212901457799,5,1.29310718525538
